# Location database data run 2014 Oct 7
# =====================================================================================================================
# On tethys:
#
# \f |
# \a
# select l.*,n.easting,n.northing from location_data l left outer join naptan n on l.crs=n.crscode order by location;
# =====================================================================================================================
id|location|crs|nlc|tiploc|stanox|station|delay_monitor_point|data|notes|easting|northing
1894|Cambridge Carriage Servicing Depot|CMS|702212|CAMBDCS|47215|t|f|f|||
1896|Cambridge Charringtonnulls Oil Sidings||702313|CAMBCOS|47235|f|f|f|||
1897|Cambridge Civil Engineernulls Sidings||702266|CAMBCE|47218|f|f|f|||
1895|Cambridge Coal Concentration Depot||702300|CAMBCCD|4723747235|f|f|f|||
1898|Cambridge Coalfields||702600|CAMBCGF|47233|f|f|f|||
1899|Cambridge Electrification Depot||702314|CAMBECD|47238|f|f|f|||
1900|Cambridge Heath|CBH|696200|CAMHTH|52738|t|f|f||534850|183240
1901|Cambridge Loco Holding Siding||702211|CAMBDHS|47222|f|f|f|||
1902|Cambridge North||702218|CAMBDNJ|47221|f|t|t|||
1903|Cambridge Signal CA147||702240|CAMB147|47225|f|f|f|||
1904|Cambridge Signal CA149||702224|CAMB149|47228|f|f|f|||
1905|Cambridge Signal CA180||702237|CAMB180|47226|f|f|f|||
1906|Cambridge Signal CA540||702257|CAMB540|47232|f|f|f|||
1907|Cambridge Signal CA708||702238|CAMB708|47227|f|f|f|||
1908|Cambridge Signalling & Telecommunications Engineernulls Sidings||702264|CAMBSTE|47217|f|f|f|||
1909|Cambridge South Junction||702219|CAMBDSJ|47223|f|f|f|||
1910|Cambridge Terminal Complex English Welsh & Scottish Railway|CBT|702100|CAMBGTC|47230|t|f|f|||
1911|Cambridge Terminal Complex GB Railfreight||702104|CAMBTGB|47229|f|f|f|||
1912|Cambridge Through Road||702105|CAMBTRD||f|f|f|||
1913|Cambridge Traction & Rolling Stock Maintenance Depot|XCA|702262|CAMBTMD|47215|f|f|f|||
1914|Cambridge [unknown feature]||||47950|f|f|f|||
1915|Cambridge Up & Down Goods||702208|CAMBUDG||f|f|f|||
1916|Cambridge Yard Freightliner||702227|CAMBYL|47231|f|f|f|||
1917|Cambus||910900|CMUS||f|f|f|||
1918|Cambus DCL Cereals||910911|CMUSDCL|3381|f|f|f|||
1919|Cambuslang|CBL|976800|CMBSLNG|7411|t|f|f||263950|660620
1920|Cambus Loop||910905|CMUSLP|3377|f|f|f|||
1921|Camden Carriage Servicing Depot|XCM|136711|CMDNCSD|72401|f|f|f|||
1922|Camden Carriage Washing Machine||136706|CMDNCWM|72399|f|f|f|||
1923|Camden Junction||136701|CMDNJN|72315|f|f|f|||
1924|Camden Junction Down Through Siding||136702|CMDNDTS|72398|f|f|f|||
1925|Camden Road|CMD|144000|CMDNRD|72421|t|f|f||529175|184185
1926|Camden Road Central Junction||136712|CMDNRCJ|72426|f|f|f|||
1927|Camden Road East Junction|CRJ|144002|CMDNREJ|72422|t|f|f|||
1928|Camden Road Incline Junction|||CMDNRIJ||f|f|f|||
1929|Camden Road Junction||144001|CMDNRDJ|72421|f|f|f|||
1930|Camden Signal 210|||CMDN210||f|f|f|||
1932|Camden Signal 2102||144004|CMD2102|72423|f|f|f|||
1931|Camden Signal 610||136707|CMDN610|72319|f|f|f|||
1933|Camden Signal NL1200||136708|CMDN200|72429|f|f|f|||
1934|Camden Signal NL1202||136713|CMDN202|72427|f|f|f|||
1935|Camden Signal WM801||136714|CMDN801|72318|f|f|f|||
1936|Camden South Junction||144005|CMDNSTH|72316|f|f|f|||
1937|Camden Town LT|ZCT|053500|||t|f|f|||
1938|Camelford|CFX|168400|||t|f|f|||
1939|Camelon|CMO|987800|CAMELON|5037|t|f|f||286760|680730
1940|Cameron Bridge UMGD||911011|CMRNDCL|3243|f|f|f|||
1941|Camperdown Junction||903360|CMPRDNJ|3043|f|f|f|||
1942|Camp Hill|||CAMPH||f|f|f|||
1943|Campile|CMP|039300|||t|f|f|||
1944|Canada Water|ZCW|515050|CNDAW||t|f|f|(as used by NRES)|535475|179475
1945|Canada Water Crossover||165901|CNDAXO|87570|f|f|f|||
1946|Canada Water LT||078800|CANAWLT||f|f|f|||
1947|Canal Junction (New Cross)||065105|CANALJ|87578|f|f|f|||
1948|Canary Wharf LT|ZCW|085200|||t|f|f||535475|179475
1949|Canklow Loop||667329|CANKLOW|25015|f|f|f|||
1950|Canley|CNL|112900|CANLEY|69207|t|f|f||430880|278010
1951|Canna|CNA|905000|CANNA||t|f|f|||
1952|Canning Town|CNT|696300|CNTN|52251|t|f|f|||
1953|Canning Town LT|ZCB|088400|||t|f|f|||
1954|Cannock|CAO|101600|CNCK|65512|t|f|f||398600|309830
1955|Cannock Middle Ground Frame||101601|CNCKMGF|65507|f|f|f|||
1956|Cannock Middle Open Cast||101602|CNCKMOC|65506|f|f|f|||
1957|Cannon Street|CST|514200|CANONST|88403|t|t|t||532620|180890
1958|Cannon Street Ballast||514220|CANOBAL|88399|f|f|f|||
1959|Cannon Street LT|ZCS|053600|||t|f|f|||
1960|Cannon Street Siding||514268|CANOSDG|88398|f|f|f|||
1961|Canonbury|CNN|144100|CNNB|52048|t|f|f||532380|185040
1963|Canonbury East Junction||144112|CNNBYEJ|52055|f|f|f|||
1962|Canonbury East London Line|XIC|144101|CNNBELL|52049|f|f|f|||
1964|Canonbury West Junction|XJC|144160|CNNBYWJ|52054|f|f|f|||
1965|Canons Park LT|ZCP|053700|||t|f|f|||
1966|Canterbury East|CBE|516400|CNTBE|89512|t|t|t||614645|157285
1967|Canterbury East Engineernulls Siding||516404|CNTBEES||f|f|f|||
1969|Canterbury East Signal CB24||516403|CNTBE24|89520|f|f|f|||
1968|Canterbury East Signal CB5||516402|CNTBE5|89510|f|f|f|||
1970|Canterbury East Signal EK4415||516405|CBE4415|89524|f|f|f|||
1971|Canterbury Road Junction||508201|CANRDJ|87607|f|f|f|||
1972|Canterbury Stations||0428|||f|f|f|||
1973|Canterbury West|CBW|500700|CNTBW|89446|t|t|t||614552|158395
1974|Canterbury West Down Goods Loop|||CNTBWGL||f|f|f|||
1975|Canterbury West Shell||||89447|f|f|f|||
1976|Canterbury West Shunt Signal 1||500705|CNTBW1|89447|f|f|f|||
1977|Canterbury West Shunt Signal 25||500707|CNTBW25|89450|f|f|f|||
1978|Canterbury West Up Siding||500706|CNTBWGL|89448|f|f|f|||
1979|Cantley|CNY|729200|CNTLEY|48211|t|f|f||638140|303680
1980|Cantley British Sugar||729211|CTLYBSC|48212|f|f|f|||
1981|Canton Carriage Servicing Depot|XCC|381614|CANTNCS|78514|f|f|f|||
1982|Canton (Departure Road?)||||78515|f|f|f|||
1983|Canton Freight Depot Isis Link||||78513|f|f|f|||
1984|Canton Isis Link|CAI|381615|CANTISK|78512|t|f|f|||
1985|Canton Sidings|XPC|381613|CANTONS|78520|f|f|f|||
1986|Canton Sidings GB Railfreight||381604|CANTGBR|78524|f|f|f|||
1987|Canton Signal C637||381601|CANT637|78519|f|f|f|||
1988|Canton Staff Car||381675|CANTCAR||f|f|f|||
1990|Canton Traction Maintenance Depot Freightliner||381616|CANTFLT|78523|f|f|f|||
1989|Canton Traction & Rolling Stock Maintenance Depot|XPC|381672|CANTTMD|78520|f|f|f|||
1991|"CAO" (definition unknown)||||89759|f|f|f|||
1992|Capcard 2 (Test Purpose Only)||002800|||f|f|f|||
1993|Capcard 3A (Test Purpose Only)||002900|||f|f|f|||
1994|Capcard 3B (Test Purpose Only)||003000|||f|f|f|||
1995|Capcard 3C (Test Purpose Only)||003100|||f|f|f|||
1996|Capel Bangor|CPB|431000|CAPLBAN||t|f|f|||
1997|Capeldrae||899302|CAPELDR|3247|f|f|f|||
1998|Capenhurst|CPU|218600|CPNHRST|38304|t|f|f||337240|374100
1999|Carbis Bay|CBB|354200|CARBISB|85713|t|f|f||152880|38760
2000|Carcroft Junction||835400|CRCRFTJ|23119|f|f|f|||
2001|Cardenden|CDD|911200|CDND|3248|t|f|f||321700|695000
2002|Cardiff Bay|CDB|381500|CARDFBR|78456|t|f|f||319074|174883
2003|Cardiff Castle Works GB Railfreight||389914|CRDFGBF|77225|f|f|f|||
2004|Cardiff Celsa||390918|CARDCAV|77224|f|f|f|||
2005|Cardiff Central|CDF|389900|CRDFCEN|77301|t|f|f||318194|175889
2006|Cardiff Central Bus Station|CCB|159800|CRDFBUS||t|f|f|||
2007|Cardiff Docks ABP Non Shipment||390927|CARDDKS|77099|f|f|f|||
2008|Cardiff Docks Coastal Shipping||390905|CARDCSS|77093|f|f|f|||
2009|Cardiff Docks Dowlais Wharf||390900|CARDFDW|77100|f|f|f|||
2010|Cardiff Docks HCB Energy||390901|CARDDOC|77098|f|f|f|||
2011|Cardiff Docks Minemet|||CARDMIN|77094|f|f|f|||
2012|Cardiff Docks Ryans Fletchers Wharf||390932|CARDRFW|77102|f|f|f|||
2013|Cardiff Docks Ryans Sidings|RYI|390931|CARDRYN|77101|t|f|f|||
2014|Cardiff East||389975|CRDFE|77299|f|f|f|||
2015|Cardiff East Moor Works|||CARDFEM||f|f|f|||
2016|Cardiff Freight Depot|||CARDFFD||f|f|f|||
2017|Cardiff International Airport|XCF|389902|CRDFAIR||f|f|f|||
2018|Cardiff Marshalling Sidings|||CARDFMS||f|f|f|||
2020|Cardiff Olympic Games|CYM|047400|CRDFOLM||t|f|f|||
2019|Cardiff Queen Street|CDQ|390000|CARDFQS|78451|t|f|f||318838|176539
2021|Cardiff Radyr Branch Junction||389908|CRDFRBJ|78698|f|f|f|||
2022|Cardiff Riverside||381505|CARDRIV|77304|f|f|f|||
2023|Cardiff Rod Mill||||77222|f|f|f|||
2024|Cardiff Rod Mill Allied Steel & Wire||390914|CARDFRS|77223|f|f|f|||
2026|Cardiff Signal C410||390011|CARD410|78451|f|f|f|||
2027|Cardiff Signal C430||390019|CARD430|78453|f|f|f|||
2028|Cardiff Signal C510||390012|CARD510|78452|f|f|f|||
2029|Cardiff Stations||0401|||f|f|f|||
2025|Cardiff St Davids House||389801|CRDFSTD||f|f|f|||
2030|Cardiff Taff Vale Sidings||389972|CARDTVS|78521|f|f|f|||
2031|Cardiff Tidal Advenza Freight||390902|CARDFTA|77082|f|f|f|||
2032|Cardiff Tidal Celsa||||77096|f|f|f|||
2034|Cardiff Tidal Cripple Siding||||77795|f|f|f|||
2035|Cardiff Tidal English Welsh & Scottish Railway Carriage & Wagon||||77092|f|f|f|||
2033|Cardiff Tidal Freightliner Heavy Haul||390018|CARDFHH|77105|f|f|f|||
2036|Cardiff Tidal Marcroft||||77097|f|f|f|||
2037|Cardiff Tidal Terminal Complex|CTC|382166|CARDFTS|77090|t|f|f|||
2038|Cardiff Tidal Wabtec||||77095|f|f|f|||
2039|Cardiff [unknown features]||||76990|f|f|f|||
2040|Cardiff Up Goods Loop||381510|CARDUGL|77302|f|f|f|||
2041|Cardiff West||389976|CRDFW|77303|f|f|f|||
2042|Cardigan Finchs Square|CAI|028400|||t|f|f|||
2043|Cardonald|CDO|962400|CDNL|7154|t|f|f||253570|664630
2044|Cardonald Junction||962460|CDNLJN|7153|f|f|f|||
2045|Cardonald North Junction||962459|CDNLNJN|7156|f|f|f|||
2046|Cardonald Signal G567||962461|CDNL567|7155|f|f|f|||
2047|Cardonald Signal G576||962457|CDNL576||f|f|f|||
2048|Cardross|CDR|996900|CDRS|6113|t|f|f||234480|677330
2049|Carfin|CRF|987700|CARFIN|7432|t|f|f||277490|658850
2050|Carimate||||344|f|f|f|||
2051|Cark & Cartmel|CAK|196400|CARK|11331|t|f|f||336520|476235
2052|Carlisle|CAR|211800|CARLILE|9161|t|f|f||340240|555500
2053|Carlisle A Sidings Virgin Trains||211831|CARL998||f|f|f|||
2054|Carlisle Bog Junction||211801|CARLBJN|9193|f|f|f|||
2055|Carlisle Brunthill Freightliner Heavy Haul||211815|CARLBRU|9144|f|f|f|||
2056|Carlisle Caldew Junction||211802|CARLCJN|9159|f|f|f|||
2057|Carlisle Collier Lane Sidings||211803|CARL996||f|f|f|||
2058|Carlisle Exchange Sidings|||CARLEXS||f|f|f|||
2059|Carlisle Harker Kingstown Whittals Warehousing||207812|CARLCWL|9142|f|f|f|||
2060|Carlisle Harker MOD||||9141|f|f|f|||
2061|Carlisle High Wapping Sidings||211835|CARLHWS|9160|f|f|f|||
2062|Carlisle High Wapping Sidings Freightliner Heavy Haul||211836|CARLHFH|9163|f|f|f|||
2063|Carlisle Kingmoor B Group Siding||211811|CARLBGS|9147|f|f|f|||
2064|Carlisle Kingmoor Yard English Welsh & Scottish Railway/Marcroft/Wabtec||||9151|f|f|f|||
2065|Carlisle Load Lines||||9146|f|f|f|||
2066|Carlisle London Road||207300|CARLLR|9171|f|f|f|||
2067|Carlisle London Road Coal Concentration Depot||||9172|f|f|f|||
2068|Carlisle London Road Esso||||9181|f|f|f|||
2069|Carlisle London Road Freight Depot||207363|CARLFD|9171|f|f|f|||
2071|Carlisle London Road Junction||207301|CARLLRJ|9179|f|f|f|||
2070|Carlisle London Road J & W Watt||207318|CARLWAT|9174|f|f|f|||
2072|Carlisle London Road Marcroft||||9175|f|f|f|||
2073|Carlisle London Road Metal Box||||9173|f|f|f|||
2074|Carlisle Network Yard DRS||211921|CARLYDR|9154|f|f|f|||
2075|Carlisle New Yard|XKY|211920|CARLILY|9150|f|f|f|||
2076|Carlisle No 1 Down Relief Siding||211916|CARLDRS|9162|f|f|f|||
2077|Carlisle North Eastern Neck Virgin Trains||211830|CARL999||f|f|f|||
2078|Carlisle Rome Street Junction|||CARLRSJ||f|f|f|||
2079|Carlisle Shunt Neck||211701|CARLNEC|9178|f|f|f|||
2080|Carlisle Signal CE404||211819|CARL404|9180|f|f|f|||
2081|Carlisle Signal CE464||211821|CARL464|9153|f|f|f|||
2082|Carlisle Signal CE465||211807|CARL465|9153|f|f|f|||
2083|Carlisle Signal CE467||211826|CARL467|9153|f|f|f|||
2084|Carlisle Station Loco Holding Siding||211914|CARLLHS|9161|f|f|f|||
2085|Carlisle Upperby Bridge Junction||211806|CARLUBJ|9199|f|f|f|||
2086|Carlisle Upperby Civil Engineernulls Sidings||211813|CARLUES|9197|f|f|f|||
2087|Carlisle Upperby English Welsh & Scottish Railway||211816|CARLAPC|9196|f|f|f|||
2088|Carlisle Upperby Junction|UZZ|211600|CARLUJN|9198|t|f|f|||
2089|Carlisle Upperby Junction Down Goods Loop||211808|CARLUJG|9194|f|f|f|||
2090|Carlisle Upperby Maintenance Depot||211820|CARLUMD|9195|f|f|f|||
2091|Carlisle Upperby Relief Siding||211809|CARLURS|9195|f|f|f|||
2092|Carlisle Upperby Traction Maintenance Depot|XUM|211860|CARLTMD|9195|f|f|f|||
2093|Carlisle Upperby Up Through Goods Line||211810|CARLUTG|9194|f|f|f|||
2094|Carlisle Wall Siding Virgin Trains||211833|CARL997||f|f|f|||
2095|Carlisle Yard AMEC/Colas||211827|CARLAME|9155|f|f|f|||
2096|Carlow|CAW|039400|||t|f|f|||
2097|Carlton|CTO|620100|CRTN|55497|t|f|f||461980|341255
2098|Carlton On Trent Loop||651211|CRLTOTL|23498|f|f|f|||
2099|Carlton Road Junction||155301|CTRDJN|63547|f|f|t|||
2100|Carluke|CLU|970200|CRLK|7955|t|f|f||283990|650200
2101|Carmarthen|CMN|406800|CMTHN|80419|t|f|f||241280|219710
2102|Carmarthen Blue Circle||||80413|f|f|f|||
2103|Carmarthen Bridge||406883|CMTHNBG|80409|f|f|f|||
2104|Carmarthen Down Sidings||406805|CMTHDSD|80417|f|f|f|||
2105|Carmarthen Freight Depot|||CMTHNFD||f|f|f|||
2106|Carmarthen Junction|XCI|406865|CMTHNJ|80411|f|f|f|||
2107|Carmarthen Junction Signal CJ22|||CMTHS22||f|f|f|||
2108|Carmarthen Kemira Siding||406815|CMTHNKS|80412|f|f|f|||
2109|Carmarthen Sidings||406816|CMTHNSD|80414|f|f|f|||
2110|Carmarthen Warehousing Up Siding||406860|CMTHWAR|80410|f|f|f|||
2111|Carmondean Junction||937160|CRMNDNJ|4023|f|f|f|||
2112|Carmondean Junction Signal EN579||937164|CRMN579|4023|f|f|f|||
2113|Carmondean Junction Signal EN581||937162|CRMN581|4023|f|f|f|||
2114|Carmont||893200|CAARMNT|2115|f|f|f|||
2115|Carmuirs East Junction|CEJ|987665|CRMRSEJ|5019|t|f|f|||
2116|Carmuirs West Junction|CWJ|987666|CRMRSWJ|5017|t|f|f|||
2117|Carmyle|CML|976900|CARMYLE|7294|t|f|f||264930|662230
2118|Carn Brea|CAB|350500|CBREA||t|f|f|||
2119|Carnforth|CNF|264000|CRNF|11525|t|f|f||349700|470700
2120|Carnforth Bottom End Civil Engineernulls Siding||264015|CRNFCES|11524|f|f|f|||
2121|Carnforth Carriage Sidings|||CRNFRCS|11523|f|f|f|||
2123|Carnforth Down Sidings||264001|CRNFDSG|11531|f|f|f|||
2122|Carnforth Down & Up Goods Loop|XCS|264002|CRNFUGL|11519|f|f|f|||
2124|Carnforth East Junction||264003|CRNFREJ|11555|f|f|f|||
2125|Carnforth Furness & Midland Junction||264004|CRNFFMJ|11515|f|f|f|||
2126|Carnforth Holding Sidings||264006|CRNFRHS|11527|f|f|f|||
2127|Carnforth North Junction|XOA|264009|CRNFNJN|11526|f|f|f|||
2128|Carnforth Plant Siding WCA||264016|CRNFPD|11529|f|f|f|||
2129|Carnforth R Hodgson||||11511|f|f|f|||
2130|Carnforth Steamtown||264012|CRNFSTM|11522|f|f|f|||
2131|Carnforth Terminal Complex||264007|CRNFRTC|11523|f|f|f|||
2132|Carnforth Up Passenger Loop||264008|CRNFUPL|11530|f|f|f|||
2133|Carnforth Virtual Quarry||264014|CRNFVQ|11528|f|f|f|||
2134|Carnoustie|CAN|902800|CNST|3031|t|f|f||356600|734500
2135|Carnoustie Down Siding||902801|CNSTDS|3030|f|f|f|||
2136|Carntyne|CAY|989700|CNTY|6706|t|f|f||263720|664575
2137|Carpenders Park|CPK|144200|CRPNDPK|72004|t|f|f||511818|193404
2138|Carpenters Road Curve||693619|CARPNRC||f|f|f|||
2139|Carpenters Road South Junction||693698|CARPSJN|52222|f|f|f|||
2140|Carpenters Road West Junction||693699|CARPWJN||f|f|f|||
2141|Carrbridge|CAG|862100|CARRBDG|1138|t|f|f||289878|822465
2142|Carrbridge Siding||862101|CARRCE|1139|f|f|f|||
2143|Carrick-On-Shannon|CKA|039500|||t|f|f|||
2144|Carrick-On-Suir|CKU|048200|CARICOS||t|f|f|||
2145|Carronbridge||949010|CRONBDE|8847|f|f|f|||
2146|Carshalton|CSH|540500|CRSHLTN|87669|t|f|t||527739|164861
2147|Carshalton Beeches|CSB|540600|CRSHLTB|87665|t|f|f||527531|163627
2148|Carstairs|CRS|970400|CRSTRS|7962|t|f|f||295213|645437
2149|Carstairs Civil Engineer||970460|CRSTCE|7963|f|f|f|||
2150|Carstairs Down Passenger Loop||970407|CRSTDPL|7968|f|f|f|||
2151|Carstairs Down Sidings||970401|CRSTDS|7960|f|f|f|||
2152|Carstairs East Junction||970486|CRSTRSE|7961|f|f|f|||
2153|Carstairs Mechanical & Electrical Engineer||970463|CRSTMEE|7964|f|f|f|||
2154|Carstairs Signal MC410||970411|CRST410|7958|f|f|f|||
2155|Carstairs Signal MC423||970403|CRST423|7967|f|f|f|||
2156|Carstairs South Junction|CAJ|970487|CRSTRSS|7966|t|f|f|||
2157|Carstairs Up Passenger Loop||970405|CRSTUPL|7965|f|f|f|||
2158|Carterton Beehive||333315|CARTBEE||f|f|f|||
2159|Cartsdyke|CDY|968000|CRTSDYK|7023|t|f|f||229500|675500
2160|Castlebar|CLB|039600|||t|f|f|||
2161|Castle Bar Park|CBP|309800|CBARPAR|73272|t|f|f||515850|181765
2162|Castlebay via Oban Ship|CTB|904800|CSBY||t|f|f|||
2163|Castle Bromwich Cement Siding||110716|CBOMCS|66301|f|f|f|||
2164|Castle Bromwich Dunlop Siding||110711|CBOMDS|66302|f|f|f|||
2165|Castle Bromwich Jaguar||110701|CBOMJAB|66304|f|f|f|||
2166|Castle Bromwich Junction||110702|CBOMJN|66293|f|f|f|||
2167|Castle Bromwich MEB Siding||110712|CBOMMEB|66303|f|f|f|||
2168|Castle Caereinion||192563|CSCR||f|f|f|||
2169|Castle Cary|CLC|570300|CCARY|82301|t|f|f||363490|133520
2170|Castle Cary Civil Engineernulls Sidings||570310|CCARCE|82302|f|f|f|||
2171|Castleconnell|CCN|030200|||t|f|f|||
2172|Castle Donington||168111|CDON|56625|f|f|f|||
2173|Castle Donington CEGB||||56621|f|f|f|||
2174|Castle Douglas||931300|||f|f|f|||
2175|Castlefield Junction||296301|CFLDJN|33089|f|f|f|||
2176|Castleford|CFD|835900|CASTLFD|16912|t|f|f||442680|425490
2177|Castleford Allerton Bywater Loading Point|||CASTAB|16806|f|f|f|||
2178|Castlerea|CSE|030300|||t|f|f|||
2179|Castleton|CAS|291900|CSTL|31044|t|f|f||388300|410600
2180|Castleton Bus Station||203000|CSTLBS||f|f|f|||
2181|Castleton Continuous Welded Rail Depot||||31042|f|f|f|||
2182|Castleton Down Goods Loop||291903|CSTLDGL|31045|f|f|f|||
2183|Castleton Down Sidings||291910|CSTLDSE|31048|f|f|f|||
2184|Castleton East Junction||291901|CSTLTEJ|31045|f|f|f|||
2185|Castleton Heywood Ground Frame||291907|CSTLHGF|31038|f|f|f|||
2186|Castleton Moor|CSM|791400|CTNM|15517|t|f|f||468370|508500
2187|Castleton North Junction||291905|CSTLTNJ|31046|f|f|f|||
2188|Castleton South Junction||291906|CSTLTSJ|31047|f|f|f|||
2189|Castleton Up Sidings English Welsh & Scottish Railway||291908|CSTLUSE|31040|f|f|f|||
2190|Castleton Wagon Repair Depot||291902|CSTLNRD|31042|f|f|f|||
2191|Castleton Wagon Repair Depot GB Railfreight||291909|CSTLGBR|31041|f|f|f|||
2192|Castleton Wagon Repair Depot Wabtec||||31043|f|f|f|||
2193|Caterham|CAT|535100|CATERHM|87706|t|f|f||534120|155420
2194|Caterham Sidings||535160|CATECHS|87706|f|f|f|||
2195|Caterham Signal T1361||535101|CATE361||f|f|f|||
2196|Catford|CTF|507700|CATFORD|88469|t|f|f||537260|173560
2197|Catford Bridge|CFB|504700|CATFBDG|88311|t|f|t||537365|173600
2198|Catford Stations||0258|||f|f|f|||
2199|Cathays|CYS|382000|CATHAYS|78420|t|f|f||318260|177320
2200|Cathays||||78418|f|f|f|||
2201|Cathays Carriage & Wagon|||CATHCW||f|f|f|||
2202|Cathays Civil Engineernulls Sidings||382061|CATHCE|78419|f|f|f|||
2203|Cathays Wagon Repair Depot|||CATHWRD||f|f|f|||
2204|Cathcart|CCT|979500|CCRT|7238|t|f|f||258460|660580
2205|Cathcart East Junction||979566|CCRTEJN|7580|f|f|f|||
2206|Cathcart North Junction||979567|CCRTNJN|7578|f|f|f|||
2207|Cathcart West Junction||979562|CCRTWJN|7579|f|f|f|||
2208|Cattal|CTL|823200|CATTAL|16116|t|f|f||444690|455930
2209|Cattal Hopperton||823205|CATTHOP|16115|f|f|f|||
2210|Causeland|CAU|356800|CAUSLND|84417|t|f|f||224830|59110
2211|Caverswall|CAV|130601|CAVRSWL|43502|t|f|f|||
2212|Cawburn Junction||937360|CAWBRNJ|4030|f|f|f|||
2213|Cedar Junction||154002|CEDARJN|63618|f|f|f|||
2214|Cefn Onn||384800|||f|f|f|||
2215|Cefn-y-Bedd|CYB|242500|CEFNYBD|41029|t|f|f||331060|356230
2216|Cei Llydan||192061|CEILYDN||f|f|f|||
2217|Cemetery (Hartlepool) Steetley Redland||800923|CMTRRED|14216|f|f|f|||
2218|Cemetery North Junction||800914|CMTRYNH|14215|f|f|f|||
2219|Central||||4000|f|f|f|||
2220|Cerbere|CER|874600|CERBERE|798|t|f|f|||
2221|Cessnock Water Viaduct||951220|CESOKWV|8736|f|f|f|||
2222|Chacewater|||CHACETR|85595|f|f|f|||
2223|Chadwell Heath|CTH|687400|CHDWLHT|50405|t|f|f||547650|187610
2224|Chadwell Heath Junction||687412|CHDWHLJ|50405|f|f|f|||
2225|Chadwell Heath Reception||687413|CHDWLHR|50405|f|f|f|||
2226|Chaffers Level Crossing (TMO)||256515|CHAFRSS|29032|f|f|f|||
2227|Chafford Hundred|CFH|744700|CHADHDD|51313|t|f|f||558920|178770
2228|Chagford School||341035|CHAGSCH||f|f|f|||
2229|Chalfont & Latimer|CFO|053900|CHLFNAL|70366|t|f|f||499647|197573
2230|Chalk Farm|ZCF|054000|||t|f|f|||
2231|Chalkwell|CHW|746900|CHLKWEL|51011|t|f|f||585303|185582
2232|Challow||303054|CHALLOW|74329|f|f|f|||
2233|Chalmerston|CHA|946313|CHMS|8635|t|f|f|||
2234|Chalmerston Ayrshire Railway Preservation Group Dalmellington||946314|CHMSRPG|8636|f|f|f|||
2235|Chalmerston Freightliner Heavy Haul||946312|CHMSFHH|8634|f|f|f|||
2236|Chalvey ARC Siding||317205|CHLVEYS|73823|f|f|f|||
2237|Chambery-Challes-Les-Eaux|CMC|873700|CHAMCLE|785|t|f|f|||
2238|Chancery Lane LT|ZCY|054100|||t|f|f|||
2239|Chandlers Ford|CFR|583600|CSFD|86108|t|f|f||443310|120580
2240|Channelsea Junction||696916|CHNELSJ|52219|f|f|f|||
2241|Channelsea Up Loop||696910|CHNELUL|52209|f|f|f|||
2242|Channel Tunnel Eurotunnel Boundary CTRL||502729|CHUNCTR|89582|f|t|t|||
2243|Channel Tunnel French Tunnel Crossover||080609|CHUNFRC|703|f|f|f|||
2244|Channel Tunnel French Tunnel Portal||080610|CHUNFRP|705|f|f|f|||
2245|Channel Tunnel Network Rail/Eurotunnel Operational Boundary|EOB|502711|CHUNEOB|89734|t|f|f|||
2246|Channel Tunnel Network Rail/Eurotunnel Operational Boundary||||706|f|f|f|||
2247|Channel Tunnel UK/French Boundary||502721|CHUNUFB|89645|f|f|f|||
2248|Channel Tunnel UK Tunnel Crossover||502718|CHUNUKC|89642|f|f|f|||
2249|Channel Tunnel UK Tunnel Portal||502717|CHUNUKP|89641|f|f|t|||
2250|Chapel-En-Le-Frith|CEF|276200|CHEF|32547|t|f|f||405510|379480
2252|Chapelton|CPN|582000|CHAPLTN|83225|t|f|f||258075|126080
2251|Chapeltown|CLN|666400|CHPLTWN|25307|t|f|f||435533|396309
2253|Chappel & Wakes Colne|CWC|705100|CHPWKSC|50107|t|f|f||589770|228860
2254|Chappel & Wakes Colne Steam Museum||705101|CHPWKSM|50107|f|f|f|||
2255|Chard Guildhall|CHA|028500|||t|f|f|||
2256|Chard Junction Signal Box||571500|CHRDJSB|83468|f|f|f|||
2257|Chard Junction Unigate||||83469|f|f|f|||
2258|Charfield|CFI|337300|CHFIELD|68151|t|f|f|||
2259|Charing|CHG|509700|CRNG|89408|t|f|f||595005|149132
2260|Charing Cross|CHX|514300|CHRX|88401|t|t|t||530235|180455
2261|Charing Cross Ballast||514320|CHRXBAL|88397|f|f|f|||
2262|Charing Cross (Glasgow)|CHC|991100|CHRNGXG|6365|t|f|f||258050|665830
2263|Charing Cross LT|ZCX|071800|||t|f|f|||
2264|Charing Crossover CTRL|XXB|509701|CRNGX|89564|f|f|f|||
2265|Charlbury|CBY|300400|CHBURY|74454|t|f|f||435230|219440
2266|Charlestown Junction||918665|CHTNJN|3342|f|f|f|||
2267|Charleville|CHJ|030400|||t|f|f|||
2268|Charleville-Mezieres|CHV|872900|CLVMEZR|748|t|f|f|||
2269|Charlton|CTN|514400|CRLN|88515|t|t|t||541130|178385
2270|Charlton C&P Crossover||514403|CRLNXOV|88518|f|f|f|||
2271|Charlton Junction||514401|CRLNJN|88514|f|f|f|||
2272|Charlton Mackrell||570315|CMAKREL|82303|f|f|f|||
2273|Charmouth Coach & Horses|CMT|027900|||t|f|f|||
2274|Chartham|CRT|500800|CHARTHM|89445|t|f|f||610683|155227
